Q86IC9 	 PGEN_.00g000010
Q96IW7 	 PGEN_.00g266000
Q08BL3 	 PGEN_.00g266010
Q9BSH4 	 PGEN_.00g266030
D9IQ16 	 PGEN_.00g266040
Q9IBG7 	 PGEN_.00g266050
Q9Y4A5 	 PGEN_.00g266070
Q5XWD5 	 PGEN_.00g266130
O60290 	 PGEN_.00g266150
Q5E983 	 PGEN_.00g266160
Q94511 	 PGEN_.00g266170
P15690 	 PGEN_.00g266180
Q91XQ0 	 PGEN_.00g266190
Q96JB1 	 PGEN_.00g266200
Q96JB1 	 PGEN_.00g266210
Q91XQ0 	 PGEN_.00g266250
Q91XQ0 	 PGEN_.00g266270
P00533 	 PGEN_.00g266340
Q6P2X9 	 PGEN_.00g266350
Q91ZV3 	 PGEN_.00g266360
Q58CU2 	 PGEN_.00g266380
Q6IQX7 	 PGEN_.00g266390
P62196 	 PGEN_.00g266400
Q96DF8 	 PGEN_.00g266410
A9C3R8 	 PGEN_.00g266500
A8Y9I2 	 PGEN_.00g266540
Q9GM70 	 PGEN_.00g266550
Q13609 	 PGEN_.00g266560
Q4G0U5 	 PGEN_.00g266580
P40692 	 PGEN_.00g266590
P42291 	 PGEN_.00g266600
Q864F6 	 PGEN_.00g266610
Q9JK91 	 PGEN_.00g266630
Q9Y6M1 	 PGEN_.00g266640
P28191 	 PGEN_.00g266670
P29074 	 PGEN_.00g266680
P29074 	 PGEN_.00g266690
Q5RB68 	 PGEN_.00g266770
P22124 	 PGEN_.00g266850
Q9ES30 	 PGEN_.00g266860
Q15648 	 PGEN_.00g266870
Q2PC93 	 PGEN_.00g266900
Q700K0 	 PGEN_.00g266930
Q05901 	 PGEN_.00g267050
Q9BXI9 	 PGEN_.00g267060
Q2KIG5 	 PGEN_.00g267110
P68370 	 PGEN_.00g267120
Q9I926 	 PGEN_.00g267140
Q20681 	 PGEN_.00g267150
O19094 	 PGEN_.00g267170
Q66IB8 	 PGEN_.00g267190
A6QLA0 	 PGEN_.00g267200
A0A0R4IKU3 	 PGEN_.00g267240
Q9C0G6 	 PGEN_.00g267320
Q9Z2J0 	 PGEN_.00g267360
Q8HXX1 	 PGEN_.00g267370
Q25414 	 PGEN_.00g267430
E9Q5G3 	 PGEN_.00g267550
Q9C0G6 	 PGEN_.00g267560
Q9C0G6 	 PGEN_.00g267570
Q9C0G6 	 PGEN_.00g267580
Q9CQV4 	 PGEN_.00g267590
Q9VZW5 	 PGEN_.00g267610
P25117 	 PGEN_.00g267640
O94813 	 PGEN_.00g267650
Q9DBB9 	 PGEN_.00g267660
O75093 	 PGEN_.00g267680
Q5TZE1 	 PGEN_.00g267720
Q0IIH8 	 PGEN_.00g267730
Q7ZXS8 	 PGEN_.00g267840
P54245 	 PGEN_.00g267870
Q05B63 	 PGEN_.00g267900
Q24307 	 PGEN_.00g267950
H2A0L0 	 PGEN_.00g267980
Q9UJ83 	 PGEN_.00g267990
Q9I7M2 	 PGEN_.00g268000
Q91616 	 PGEN_.00g268020
Q32LP4 	 PGEN_.00g268050
Q5F478 	 PGEN_.00g268080
Q5F478 	 PGEN_.00g268160
Q80ZA5 	 PGEN_.00g268200
Q91616 	 PGEN_.00g268240
Q9I7M2 	 PGEN_.00g268260
Q9UJ83 	 PGEN_.00g268270
H2A0L0 	 PGEN_.00g268280
Q24307 	 PGEN_.00g268320
Q6YJI5 	 PGEN_.00g268360
P54245 	 PGEN_.00g268390
Q63118 	 PGEN_.00g268410
P00185 	 PGEN_.00g268450
P35447 	 PGEN_.00g268460
Q924Z4 	 PGEN_.00g268500
Q8IU89 	 PGEN_.00g268510
Q924Z4 	 PGEN_.00g268520
Q7TS68 	 PGEN_.00g268530
Q7TS68 	 PGEN_.00g268560
Q9PRL8 	 PGEN_.00g268580
Q7TS68 	 PGEN_.00g268630
Q924Z4 	 PGEN_.00g268640
Q3ZBF8 	 PGEN_.00g268650
Q9W770 	 PGEN_.00g268690
P00185 	 PGEN_.00g268700
Q5RCS0 	 PGEN_.00g268730
Q9EQZ6 	 PGEN_.00g268760
Q8WZA2 	 PGEN_.00g268780
Q95153 	 PGEN_.00g268810
Q290X1 	 PGEN_.00g268830
Q6ZT12 	 PGEN_.00g268840
Q5U430 	 PGEN_.00g268850
Q9R1S8 	 PGEN_.00g268890
Q61851 	 PGEN_.00g268910
Q8TC29 	 PGEN_.00g268920
Q9JMG6 	 PGEN_.00g268930
Q8NEG5 	 PGEN_.00g268940
Q95ZJ1 	 PGEN_.00g268970
Q80TC5 	 PGEN_.00g268980
Q8TEW0 	 PGEN_.00g269010
Q5F3X4 	 PGEN_.00g269040
Q5F3X4 	 PGEN_.00g269050
Q5F3X4 	 PGEN_.00g269060
O73817 	 PGEN_.00g269110
O95398 	 PGEN_.00g269120
Q5SVZ6 	 PGEN_.00g269160
Q3UQI9 	 PGEN_.00g269180
E7FFT2 	 PGEN_.00g269200
Q7Z404 	 PGEN_.00g269230
Q90ZL2 	 PGEN_.00g269250
Q6AYA5 	 PGEN_.00g269270
Q95M17 	 PGEN_.00g269390
O60290 	 PGEN_.00g269480
P48810 	 PGEN_.00g269490
O60290 	 PGEN_.00g269500
D2HBV9 	 PGEN_.00g269570
Q9WVL2 	 PGEN_.00g269640
Q06852 	 PGEN_.00g269710
O02695 	 PGEN_.00g269720
P78559 	 PGEN_.00g269800
Q3ZBP3 	 PGEN_.00g269930
Q99973 	 PGEN_.00g269960
Q99973 	 PGEN_.00g269970
Q7Z5J8 	 PGEN_.00g269980
Q7Z5J8 	 PGEN_.00g269990
Q8LAN3 	 PGEN_.00g270000
Q6P1L5 	 PGEN_.00g270020
Q6A548 	 PGEN_.00g270060
P46411 	 PGEN_.00g270070
O57321 	 PGEN_.00g270080
Q5XGC9 	 PGEN_.00g270130
Q5XGC9 	 PGEN_.00g270140
Q5XGC9 	 PGEN_.00g270150
Q5T5U3 	 PGEN_.00g270240
P97435 	 PGEN_.00g270260
O34918 	 PGEN_.00g270310
P83888 	 PGEN_.00g270400
Q9U221 	 PGEN_.00g270450
Q04451 	 PGEN_.00g270460
Q6PEB4 	 PGEN_.00g270470
Q53SF7 	 PGEN_.00g270500
Q5TYS5 	 PGEN_.00g270520
Q9NGQ2 	 PGEN_.00g270530
F8WLE0 	 PGEN_.00g270540
Q99676 	 PGEN_.00g270550
Q8C436 	 PGEN_.00g270560
Q9JJZ4 	 PGEN_.00g270570
B8UU59 	 PGEN_.00g270610
Q2KID4 	 PGEN_.00g270640
Q2EMV9 	 PGEN_.00g270660
Q9ERH8 	 PGEN_.00g270680
O61598 	 PGEN_.00g270690
Q90Y35 	 PGEN_.00g270700
Q6H236 	 PGEN_.00g270720
Q04592 	 PGEN_.00g270750
Q15399 	 PGEN_.00g270760
O15164 	 PGEN_.00g270770
P17644 	 PGEN_.00g270780
Q9TUI8 	 PGEN_.00g270810
Q90578 	 PGEN_.00g270820
A2AVA0 	 PGEN_.00g270830
O75095 	 PGEN_.00g270860
Q28520 	 PGEN_.00g270880
Q8AXU4 	 PGEN_.00g270940
Q91V92 	 PGEN_.00g271000
Q2TCH3 	 PGEN_.00g271010
Q95ZJ1 	 PGEN_.00g271040
P25961 	 PGEN_.00g271060
Q5XJR6 	 PGEN_.00g271090
P18460 	 PGEN_.00g271100
Q06807 	 PGEN_.00g271140
Q9ULJ7 	 PGEN_.00g271180
Q5DC69 	 PGEN_.00g271240
Q5ZL72 	 PGEN_.00g271250
Q5NVI6 	 PGEN_.00g271270
O60662 	 PGEN_.00g271280
Q91ZV7 	 PGEN_.00g271330
Q9U2C4 	 PGEN_.00g271380
A2A4P0 	 PGEN_.00g271390
Q5DU56 	 PGEN_.00g271400
Q5DU56 	 PGEN_.00g271420
Q6IR76 	 PGEN_.00g271480
Q62293 	 PGEN_.00g271490
Q5U504 	 PGEN_.00g271500
B8JK39 	 PGEN_.00g271510
Q08AN1 	 PGEN_.00g271540
Q90660 	 PGEN_.00g271580
Q90660 	 PGEN_.00g271590
Q08AN1 	 PGEN_.00g271630
P34446 	 PGEN_.00g271660
Q5U504 	 PGEN_.00g271680
Q60989 	 PGEN_.00g271710
Q56R14 	 PGEN_.00g271720
Q16P20 	 PGEN_.00g271750
P26009 	 PGEN_.00g271800
Q9ES30 	 PGEN_.00g271810
Q5R4V4 	 PGEN_.00g271820
Q92546 	 PGEN_.00g271830
B0VXE6 	 PGEN_.00g271840
Q8AVQ3 	 PGEN_.00g271860
Q5M856 	 PGEN_.00g271870
Q05976 	 PGEN_.00g271890
P84030 	 PGEN_.00g271910
O43184 	 PGEN_.00g271920
Q4KMD7 	 PGEN_.00g271970
P26007 	 PGEN_.00g272010
Q2NKW0 	 PGEN_.00g272020
Q8VCE1 	 PGEN_.00g272030
A6QPH1 	 PGEN_.00g272040
F1RBN2 	 PGEN_.00g272050
Q07617 	 PGEN_.00g272060
Q5RCF3 	 PGEN_.00g272070
Q9D4H8 	 PGEN_.00g272080
Q6AXZ2 	 PGEN_.00g272090
Q8BKE6 	 PGEN_.00g272100
Q6UW02 	 PGEN_.00g272110
P24462 	 PGEN_.00g272130
Q62293 	 PGEN_.00g272150
Q3T9E4 	 PGEN_.00g272160
Q56R14 	 PGEN_.00g272180
Q32KW9 	 PGEN_.00g272210
Q9W719 	 PGEN_.00g272230
Q9CZJ2 	 PGEN_.00g272240
Q9CZJ2 	 PGEN_.00g272260
Q96MM6 	 PGEN_.00g272270
Q96MM6 	 PGEN_.00g272280
Q9CZJ2 	 PGEN_.00g272290
G5CTG8 	 PGEN_.00g272300
Q60457 	 PGEN_.00g272310
Q9NS40 	 PGEN_.00g272420
Q9PT84 	 PGEN_.00g272460
Q9PT84 	 PGEN_.00g272470
B0BML7 	 PGEN_.00g272480
Q3ZBF8 	 PGEN_.00g272500
Q91287 	 PGEN_.00g272540
Q96WV6 	 PGEN_.00g272550
A0A0B5A8P8 	 PGEN_.00g272560
Q9CZJ2 	 PGEN_.00g272570
Q9CZJ2 	 PGEN_.00g272580
Q5G271 	 PGEN_.00g272650
Q13490 	 PGEN_.00g272660
Q99999 	 PGEN_.00g272680
B3EWZ3 	 PGEN_.00g272710
P05044 	 PGEN_.00g272720
Q6PHS6 	 PGEN_.00g272730
P42519 	 PGEN_.00g272740
Q502K1 	 PGEN_.00g272750
P42519 	 PGEN_.00g272760
Q9H3L0 	 PGEN_.00g272770
A0JMH2 	 PGEN_.00g272780
Q3UGM2 	 PGEN_.00g272790
O88736 	 PGEN_.00g272800
Q8T6A5 	 PGEN_.00g272810
Q9BXB1 	 PGEN_.00g272820
O88627 	 PGEN_.00g272830
Q61712 	 PGEN_.00g272840
P61587 	 PGEN_.00g272850
Q4R347 	 PGEN_.00g272860
Q4KM84 	 PGEN_.00g272900
Q8BMQ2 	 PGEN_.00g272910
P23811 	 PGEN_.00g272970
P25107 	 PGEN_.00g272980
Q7T3S3 	 PGEN_.00g273040
P00184 	 PGEN_.00g273050
Q9I9R3 	 PGEN_.00g273110
Q8H1F7 	 PGEN_.00g273120
Q9NP59 	 PGEN_.00g273130
Q5RJ80 	 PGEN_.00g273140
O27190 	 PGEN_.00g273190
E1C2U2 	 PGEN_.00g273200
Q25117 	 PGEN_.00g273210
Q5U1Y4 	 PGEN_.00g273220
Q95245 	 PGEN_.00g273230
P10155 	 PGEN_.00g273240
O34309 	 PGEN_.00g273250
O08914 	 PGEN_.00g273260
P79145 	 PGEN_.00g273280
Q6P560 	 PGEN_.00g273310
Q9D0L6 	 PGEN_.00g273320
Q9Y4A5 	 PGEN_.00g273340
Q923L3 	 PGEN_.00g273350
P70555 	 PGEN_.00g273380
P14650 	 PGEN_.00g273410
A8XNX8 	 PGEN_.00g273430
D4A734 	 PGEN_.00g273440
Q3SZM7 	 PGEN_.00g273520
O08893 	 PGEN_.00g273540
Q93YS4 	 PGEN_.00g273570
Q4AE62 	 PGEN_.00g273590
O08651 	 PGEN_.00g273600
Q7ZSX3 	 PGEN_.00g273640
Q96GN5 	 PGEN_.00g273680
Q91XF0 	 PGEN_.00g273690
Q5I0K7 	 PGEN_.00g273700
Q8K1A0 	 PGEN_.00g273710
Q9Y238 	 PGEN_.00g273720
Q9H165 	 PGEN_.00g273730
Q06HQ7 	 PGEN_.00g273750
Q3TTY0 	 PGEN_.00g273770
Q3TTY0 	 PGEN_.00g273780
Q9YH58 	 PGEN_.00g273790
Q15326 	 PGEN_.00g273800
Q3KQ77 	 PGEN_.00g273820
Q9D7Q1 	 PGEN_.00g273830
P79782 	 PGEN_.00g273840
Q9ULI1 	 PGEN_.00g273850
Q7Z3F1 	 PGEN_.00g273910
Q9P6R1 	 PGEN_.00g273920
Q5ZKI4 	 PGEN_.00g273940
Q0VD31 	 PGEN_.00g273950
Q0VD31 	 PGEN_.00g273980
Q5U3V9 	 PGEN_.00g274000
Q9ERH8 	 PGEN_.00g274030
P54277 	 PGEN_.00g274040
Q8BI06 	 PGEN_.00g274050
Q7Z0T3 	 PGEN_.00g274070
Q9VCA2 	 PGEN_.00g274080
Q9VCA2 	 PGEN_.00g274090
P51942 	 PGEN_.00g274110
Q0II68 	 PGEN_.00g274120
O42567 	 PGEN_.00g274130
Q54468 	 PGEN_.00g274140
Q20681 	 PGEN_.00g274150
Q9C0G6 	 PGEN_.00g274170
Q99996 	 PGEN_.00g274200
P13903 	 PGEN_.00g274230
Q9UBS5 	 PGEN_.00g274280
Q9ESL4 	 PGEN_.00g274340
P61209 	 PGEN_.00g274350
P61210 	 PGEN_.00g274360
P10076 	 PGEN_.00g274370
Q7SYI5 	 PGEN_.00g274380
P12545 	 PGEN_.00g274390
Q7SYI5 	 PGEN_.00g274410
O16374 	 PGEN_.00g274420
Q2NNR5 	 PGEN_.00g274460
Q8C790 	 PGEN_.00g274480
Q9ESN6 	 PGEN_.00g274490
Q0VFE3 	 PGEN_.00g274500
Q0VFZ6 	 PGEN_.00g274510
Q66HC4 	 PGEN_.00g274520
P06603 	 PGEN_.00g274530
Q8WQ47 	 PGEN_.00g274540
P68370 	 PGEN_.00g274550
P68370 	 PGEN_.00g274560
Q9UBS5 	 PGEN_.00g274570
Q9M0X9 	 PGEN_.00g274580
P0DPH8 	 PGEN_.00g274590
P56695 	 PGEN_.00g274600
Q5SQN1 	 PGEN_.00g274610
B0JZG0 	 PGEN_.00g274620
Q9H3G5 	 PGEN_.00g274640
A7MBD8 	 PGEN_.00g274650
A8WVU7 	 PGEN_.00g274660
Q0EEE2 	 PGEN_.00g274670
O88871 	 PGEN_.00g274690
Q9UI40 	 PGEN_.00g274700
P49883 	 PGEN_.00g274770
Q96PY5 	 PGEN_.00g274820
Q6RFH5 	 PGEN_.00g274840
Q9QZ41 	 PGEN_.00g274850
Q5R6J3 	 PGEN_.00g274870
Q90WJ8 	 PGEN_.00g274880
Q90WJ8 	 PGEN_.00g274890
Q5R6J3 	 PGEN_.00g274900
Q7ZZH7 	 PGEN_.00g274910
Q6RFH5 	 PGEN_.00g274920
Q08BN9 	 PGEN_.00g274930
A0A0E0RTV6 	 PGEN_.00g274950
Q72LL6 	 PGEN_.00g274970
H3ZPL1 	 PGEN_.00g274980
Q9Y5X5 	 PGEN_.00g275010
Q8BHA0 	 PGEN_.00g275050
Q9NQR7 	 PGEN_.00g275060
Q92551 	 PGEN_.00g275080
Q0VCF9 	 PGEN_.00g275100
P62407 	 PGEN_.00g275110
Q05481 	 PGEN_.00g275120
Q8JZR4 	 PGEN_.00g275140
P43003 	 PGEN_.00g275160
B1H1P9 	 PGEN_.00g275180
Q5F4B8 	 PGEN_.00g275200
Q5F4B8 	 PGEN_.00g275210
Q9V0D5 	 PGEN_.00g275220
P02637 	 PGEN_.00g275250
P02637 	 PGEN_.00g275270
Q9Y608 	 PGEN_.00g275310
Q91Y80 	 PGEN_.00g275330
Q9GLP0 	 PGEN_.00g275350
P07228 	 PGEN_.00g275360
Q80U56 	 PGEN_.00g275370
Q8N6F8 	 PGEN_.00g275420
A2AVA0 	 PGEN_.00g275430
Q9IB86 	 PGEN_.00g275440
Q9BX95 	 PGEN_.00g275450
Q1ECX4 	 PGEN_.00g275460
P25117 	 PGEN_.00g275480
Q96MM6 	 PGEN_.00g275500
Q3ZC50 	 PGEN_.00g275510
P54922 	 PGEN_.00g275520
Q5AYN6 	 PGEN_.00g275570
Q9BUL9 	 PGEN_.00g275590
O60290 	 PGEN_.00g275610
P70345 	 PGEN_.00g275620
Q92843 	 PGEN_.00g275650
Q8MU52 	 PGEN_.00g275680
Q566B2 	 PGEN_.00g275720
P97868 	 PGEN_.00g275730
O54863 	 PGEN_.00g275760
P00129 	 PGEN_.00g275780
P17041 	 PGEN_.00g275790
Q8NHY6 	 PGEN_.00g275800
Q6PA97 	 PGEN_.00g275810
Q54F11 	 PGEN_.00g275820
Q32PH0 	 PGEN_.00g275830
P0C7U5 	 PGEN_.00g275840
Q58CW4 	 PGEN_.00g275850
P30551 	 PGEN_.00g275880
O93603 	 PGEN_.00g275890
Q8BZ20 	 PGEN_.00g275910
Q80TP3 	 PGEN_.00g275940
O95071 	 PGEN_.00g275950
O15182 	 PGEN_.00g275970
Q8BGC3 	 PGEN_.00g276120
Q0P4M4 	 PGEN_.00g276130
Q9GK12 	 PGEN_.00g276350
A1A547 	 PGEN_.00g276360
P48634 	 PGEN_.00g276370
Q3TLH4 	 PGEN_.00g276380
P07207 	 PGEN_.00g276400
Q6E2N3 	 PGEN_.00g276540
E1BPH3 	 PGEN_.00g276550
Q6DKK2 	 PGEN_.00g276590
O43172 	 PGEN_.00g276620
Q8SWR3 	 PGEN_.00g276750
Q8SWR3 	 PGEN_.00g276770
B5SNZ6 	 PGEN_.00g276880
Q01240 	 PGEN_.00g276920
Q01241 	 PGEN_.00g276930
Q8WPJ2 	 PGEN_.00g276950
Q6P2X9 	 PGEN_.00g276960
Q5E9B3 	 PGEN_.00g276980
O15375 	 PGEN_.00g276990
P53776 	 PGEN_.00g277030
Q7T3S5 	 PGEN_.00g277090
Q5T8I3 	 PGEN_.00g277120
O60290 	 PGEN_.00g277130
A0A1B0GUU1 	 PGEN_.00g277140
A0JPE1 	 PGEN_.00g277180
Q9NPC3 	 PGEN_.00g277210
Q7T320 	 PGEN_.00g277220
Q6DGW9 	 PGEN_.00g277240
Q17CQ8 	 PGEN_.00g277250
Q6AY53 	 PGEN_.00g277270
Q8C4Y3 	 PGEN_.00g277290
Q6TFL4 	 PGEN_.00g277300
P34457 	 PGEN_.00g277350
Q6PCJ9 	 PGEN_.00g277400
O70489 	 PGEN_.00g277410
Q7Z7A1 	 PGEN_.00g277430
Q7Z7A1 	 PGEN_.00g277450
Q5E9D6 	 PGEN_.00g277460
Q5U3U0 	 PGEN_.00g277490
Q9W0E8 	 PGEN_.00g277500
B0BML7 	 PGEN_.00g277550
Q6PCJ9 	 PGEN_.00g277570
O60290 	 PGEN_.00g277630
Q09225 	 PGEN_.00g277640
Q8BR93 	 PGEN_.00g277670
Q09225 	 PGEN_.00g277710
Q09225 	 PGEN_.00g277720
Q9W332 	 PGEN_.00g277740
Q7L0R7 	 PGEN_.00g277750
P48053 	 PGEN_.00g277760
P48053 	 PGEN_.00g277770
Q6PIJ6 	 PGEN_.00g277800
Q6PIJ6 	 PGEN_.00g277810
Q8BMI0 	 PGEN_.00g277820
Q505H7 	 PGEN_.00g277830
Q17938 	 PGEN_.00g277840
O73917 	 PGEN_.00g277860
P23791 	 PGEN_.00g277910
Q8BZE1 	 PGEN_.00g277930
A1L0T3 	 PGEN_.00g277940
Q4A3R3 	 PGEN_.00g277950
O14522 	 PGEN_.00g277960
Q5T1B0 	 PGEN_.00g277980
Q8BN82 	 PGEN_.00g278060
Q14191 	 PGEN_.00g278170
Q8BR93 	 PGEN_.00g278240
Q5U538 	 PGEN_.00g278250
O60290 	 PGEN_.00g278450
Q8N6D5 	 PGEN_.00g278540
Q8K389 	 PGEN_.00g278620
P18293 	 PGEN_.00g278670
Q0VD19 	 PGEN_.00g278680
Q9CYL5 	 PGEN_.00g278750
P12027 	 PGEN_.00g278800
Q9DAK9 	 PGEN_.00g278810
Q19673 	 PGEN_.00g278880
O94760 	 PGEN_.00g278890
Q03167 	 PGEN_.00g279040
O00311 	 PGEN_.00g279050
Q09621 	 PGEN_.00g279060
Q09621 	 PGEN_.00g279070
Q09621 	 PGEN_.00g279080
P50164 	 PGEN_.00g279140
Q11D10 	 PGEN_.00g279150
P81274 	 PGEN_.00g279210
Q99PK0 	 PGEN_.00g279290
A0A1P8AWH8 	 PGEN_.00g279300
P31722 	 PGEN_.00g279340
P35448 	 PGEN_.00g279350
Q5R482 	 PGEN_.00g279370
Q9DER7 	 PGEN_.00g279430
Q5ZJK0 	 PGEN_.00g279440
Q5EAR5 	 PGEN_.00g279470
P42231 	 PGEN_.00g279490
Q08DF4 	 PGEN_.00g279500
Q19821 	 PGEN_.00g279510
D2GXS7 	 PGEN_.00g279520
Q6GN68 	 PGEN_.00g279530
Q8SPI0 	 PGEN_.00g279590
Q9VXV9 	 PGEN_.00g279600
O01812 	 PGEN_.00g279620
E9PT37 	 PGEN_.00g279650
Q9D818 	 PGEN_.00g279660
Q63413 	 PGEN_.00g279680
O97764 	 PGEN_.00g279720
Q5R6S0 	 PGEN_.00g279730
Q5TZ24 	 PGEN_.00g279740
Q9MYP6 	 PGEN_.00g279770
Q6DE37 	 PGEN_.00g279790
Q5I0C4 	 PGEN_.00g279820
Q04462 	 PGEN_.00g279850
O70422 	 PGEN_.00g279860
P00522 	 PGEN_.00g279870
O95834 	 PGEN_.00g279910
Q96H35 	 PGEN_.00g279920
P82147 	 PGEN_.00g279940
Q5RKI9 	 PGEN_.00g279950
Q8TB03 	 PGEN_.00g279960
Q8TB03 	 PGEN_.00g280030
A1A5Y0 	 PGEN_.00g280060
Q9BQ50 	 PGEN_.00g280100
P16546 	 PGEN_.00g280110
Q8IYH5 	 PGEN_.00g280150
B1AUE5 	 PGEN_.00g280160
A5D9M6 	 PGEN_.00g280170
Q6GPQ6 	 PGEN_.00g280190
Q9Y333 	 PGEN_.00g280200
O09061 	 PGEN_.00g280210
Q55E58 	 PGEN_.00g280220
Q5JXM2 	 PGEN_.00g280240
Q6AZB8 	 PGEN_.00g280260
Q6UVY6 	 PGEN_.00g280300
Q5TZ24 	 PGEN_.00g280310
A5WFR0 	 PGEN_.00g280330
Q5R662 	 PGEN_.00g280340
Q557E7 	 PGEN_.00g280350
Q9M2U3 	 PGEN_.00g280360
Q15058 	 PGEN_.00g280370
Q5T4S7 	 PGEN_.00g280420
Q2TL32 	 PGEN_.00g280430
Q5T4S7 	 PGEN_.00g280440
Q68CI2 	 PGEN_.00g280450
Q08CS6 	 PGEN_.00g280460
A3KPQ7 	 PGEN_.00g280480
Q8JGT4 	 PGEN_.00g280490
P36189 	 PGEN_.00g280510
P19096 	 PGEN_.00g280530
Q56A24 	 PGEN_.00g280540
R9UTQ8 	 PGEN_.00g280580
Q6GNY7 	 PGEN_.00g280610
Q9PRC8 	 PGEN_.00g280670
O74976 	 PGEN_.00g280710
Q923L3 	 PGEN_.00g280720
Q6XYQ8 	 PGEN_.00g280780
Q5SVZ6 	 PGEN_.00g280820
A0A1D3PCM3 	 PGEN_.00g280890
O62515 	 PGEN_.00g280920
P22735 	 PGEN_.00g280930
P22758 	 PGEN_.00g280940
R9UTQ8 	 PGEN_.00g280950
Q2Y2P0 	 PGEN_.00g281010
P30974 	 PGEN_.00g281020
P69166 	 PGEN_.00g281060
Q9EPE9 	 PGEN_.00g281070
Q9NX45 	 PGEN_.00g281110
Q1LWV4 	 PGEN_.00g281150
P22897 	 PGEN_.00g281170
P50458 	 PGEN_.00g281190
P29673 	 PGEN_.00g281200
R9UTQ8 	 PGEN_.00g281210
Q6AZB8 	 PGEN_.00g281220
Q9PRC8 	 PGEN_.00g281250
R9UTQ8 	 PGEN_.00g281260
R9UTQ8 	 PGEN_.00g281270
Q5TZ24 	 PGEN_.00g281310
Q6P9A2 	 PGEN_.00g281360
O60671 	 PGEN_.00g281380
O60671 	 PGEN_.00g281400
Q9DC04 	 PGEN_.00g281420
P70500 	 PGEN_.00g281450
Q9R0W9 	 PGEN_.00g281460
D3YXG0 	 PGEN_.00g281470
P26152 	 PGEN_.00g281480
G5ECX0 	 PGEN_.00g281500
Q29H55 	 PGEN_.00g281540
Q98ST7 	 PGEN_.00g281550
A2BFC9 	 PGEN_.00g281620
Q9Y483 	 PGEN_.00g281640
Q7JK24 	 PGEN_.00g281690
Q5TZ24 	 PGEN_.00g281700
Q7Z0T3 	 PGEN_.00g281710
Q7Z0T3 	 PGEN_.00g281720
A0A1P8AWH8 	 PGEN_.00g281730
Q9NUV9 	 PGEN_.00g281750
Q95LZ5 	 PGEN_.00g281770
Q8ISP0 	 PGEN_.00g281780
O55166 	 PGEN_.00g281790
P49894 	 PGEN_.00g281810
O60140 	 PGEN_.00g281850
Q92643 	 PGEN_.00g281860
A4IFD0 	 PGEN_.00g281870
Q9R0Y5 	 PGEN_.00g281890
P15215 	 PGEN_.00g281960
Q9Y289 	 PGEN_.00g281990
Q55E58 	 PGEN_.00g282040
Q9VRC9 	 PGEN_.00g282110
O15118 	 PGEN_.00g282120
Q8BUH7 	 PGEN_.00g282140
O97237 	 PGEN_.00g282150
Q8BNY6 	 PGEN_.00g282170
Q9V6X7 	 PGEN_.00g282180
P14106 	 PGEN_.00g282190
Q66IT9 	 PGEN_.00g282200
E7DNB6 	 PGEN_.00g282210
Q99PF5 	 PGEN_.00g282230
A1X150 	 PGEN_.00g282340
Q9I927 	 PGEN_.00g282350
Q6P618 	 PGEN_.00g282580
Q99PR0 	 PGEN_.00g282590
Q9W3F7 	 PGEN_.00g282600
Q19958 	 PGEN_.00g282640
Q15399 	 PGEN_.00g282650
Q27433 	 PGEN_.00g282660
P07271 	 PGEN_.00g282690
Q94521 	 PGEN_.00g282730
O09172 	 PGEN_.00g282780
E9Q309 	 PGEN_.00g282790
O94777 	 PGEN_.00g282820
Q6P777 	 PGEN_.00g282840
Q5TJF5 	 PGEN_.00g282850
Q8BW00 	 PGEN_.00g282860
Q0VFN8 	 PGEN_.00g282870
Q92535 	 PGEN_.00g282880
Q5T1M5 	 PGEN_.00g282910
Q12955 	 PGEN_.00g282950
Q9XT77 	 PGEN_.00g282970
Q49B93 	 PGEN_.00g282980
Q27746 	 PGEN_.00g283000
Q92072 	 PGEN_.00g283010
P16157 	 PGEN_.00g283020
Q12955 	 PGEN_.00g283030
Q9ES72 	 PGEN_.00g283040
Q9JLI3 	 PGEN_.00g283090
Q495T6 	 PGEN_.00g283100
Q9WVR6 	 PGEN_.00g283110
Q5R6Q2 	 PGEN_.00g283190
Q9JHW4 	 PGEN_.00g283210
Q866E1 	 PGEN_.00g283220
Q8CDR2 	 PGEN_.00g283250
Q6GLB0 	 PGEN_.00g283260
Q9H9B1 	 PGEN_.00g283290
Q28141 	 PGEN_.00g283300
Q7JJ13 	 PGEN_.00g283320
Q5M786 	 PGEN_.00g283340
Q5RDB9 	 PGEN_.00g283350
O57590 	 PGEN_.00g283360
Q9XTQ6 	 PGEN_.00g283380
Q866E8 	 PGEN_.00g283390
Q5PQJ7 	 PGEN_.00g283500
Q9D994 	 PGEN_.00g283510
Q6PAR5 	 PGEN_.00g283520
Q5ZIE4 	 PGEN_.00g283570
P18549 	 PGEN_.00g283610
Q9M1R1 	 PGEN_.00g283620
Q9LGZ2 	 PGEN_.00g283630
Q9FYK2 	 PGEN_.00g283640
C3KJF2 	 PGEN_.00g283660
Q8BSN3 	 PGEN_.00g283680
G3V909 	 PGEN_.00g283690
Q5RGJ8 	 PGEN_.00g283710
Q80TC5 	 PGEN_.00g283800
Q8QG61 	 PGEN_.00g283810
Q9D113 	 PGEN_.00g283850
Q9Y3A0 	 PGEN_.00g283860
Q7Z591 	 PGEN_.00g283870
